Name,Species,GCcontent,intergenicGC,GC3content,PhePer,Leu2Per,Leu4Per,IlePer,MetPer,ValPer,Ser2Per,Ser4Per,ProPer,ThrPer,AlaPer,TyrPer,HisPer,GlnPer,AsnPer,LysPer,AspPer,GluPer,CysPer,TrpPer,Arg2Per,Arg4Per,GlyPer,PheGC,Leu2GC,Leu4GC,Ser2GC,Ser4GC,ProGC,ThrGC,AlaGC,TyrGC,HisGC,GlnGC,AsnGC,LysGC,AspGC,GluGC,CysGC,Arg2GC,Arg4GC,GlyGC,ValGC
CP000613.embl,Rhodospirillum_centenum_SW,70.46127199,68.97270152,90.97388981,3.246613159,6574,270172,3.967638206,2.077919531,7.774691244,6882,71578,6.084428416,5.427260881,13.45510715,1.955812799,1.921844368,2.973375183,1.97919061,2.240582782,5.864614231,5.626364523,0.786608437,1.339909454,6882,207344,9.181753069,96.41415972,96.86644357,95.80785574,92.68393119,94.99846321,95.54919481,96.27793357,94.05529578,67.21350929,63.61743816,96.419714,85.28280947,94.0093134,80.01658708,79.52035694,90.04687344,80.49985469,92.0942974,87.30359447,95.81252207
CP000628.embl,Agrobacterium_radiobacter_K84,60.33744223,52.89686117,76.22904392,3.911757057,22050,196944,5.855732229,2.542827394,7.186123113,10340,89089,4.830381675,5.427031757,11.66690548,2.378020926,2.047242397,3.171233587,2.961689612,3.937944439,5.813059823,5.623459582,0.767878728,1.254748428,10340,132500,8.253382462,78.79567324,92.78911565,82.89006012,86.88043724,87.04329378,84.91960906,86.83992716,79.56925494,37.94790427,38.09377537,82.05949008,58.27102449,80.85982502,54.59764786,51.84794677,83.83152969,66.36363636,79.27698113,77.79821707,81.65043567
CP000655.embl,Polynucleobacter_asymbioticus_QLW-P1DMWA-1,44.83410435,41.32020854,40.68484215,4.019312569,71156,66213,6.558613229,2.538704091,6.80293788,10690,54664,4.603118319,5.127825331,9.744259568,2.756918667,2.047135357,4.029187295,4.031356742,5.435363188,5.006186665,5.581763476,0.956052982,1.295010421,10690,52098,7.784201337,28.11197141,49.18067345,46.53164786,54.79030272,30.52100102,30.85874017,42.30735564,37.24281415,36.69986161,32.42463,33.71333086,31.79313032,41.30503599,26.76778243,42.82440293,55.81377152,31.39382601,46.75611348,45.41732737,40.4418395
CP000679.embl,Caldicellulosiruptor_saccharolyticus_DSM_8903,35.2540758,32.74489957,30.57054823,5.01092574,72119,89533,9.317819718,2.130754514,7.036749791,57450,63692,3.235609958,4.551494861,5.745547235,4.286071904,1.384200023,2.852624166,5.005544755,9.118196855,5.138607167,7.550984837,1.125444809,0.858793583,57450,12059,5.94388334,18.24845634,44.36278928,25.11029453,44.79951928,17.47315204,19.18474331,17.4599707,16.57691407,31.89683406,35.20240007,44.2856557,35.9238616,35.09326731,36.04193225,38.35756501,36.28001247,30.57267189,33.89999171,32.53070141,26.28564779
CP000685.embl,Flavobacterium_johnsoniae_UW101,34.11285328,31.57085843,27.15884856,5.300576418,191109,130826,7.935822496,2.03556141,6.024091634,59811,158823,3.390394839,5.895191279,6.43003198,4.205909304,1.625789536,3.433549416,6.527298791,8.141229269,5.420688113,6.392539329,0.774669728,1.076301067,59811,52026,6.183357939,21.80611356,26.34046539,37.49484048,43.76009897,22.58740862,30.34147557,28.14827911,27.10585803,30.82492248,31.87677594,49.09181899,32.39930779,12.40484956,25.89432331,14.87637538,40.36944111,11.34406714,24.88755622,20.99484764,16.38384528
CP000686.embl,Roseiflexus_sp._RS-1,60.387345,58.67519665,69.39407928,3.321447743,54983,297732,5.586543364,2.067916227,7.62714583,12454,90853,5.949740785,5.705816811,11.83556762,2.638894448,2.173349167,3.641353546,2.48292853,1.84247534,5.427125116,5.530267317,0.875089478,1.537264856,12454,257630,7.634997591,64.33643622,89.74410272,87.63619631,68.13762154,72.19244274,74.1958674,77.95031056,69.94728908,54.31664255,55.37202862,76.41437405,58.35978836,53.21770275,42.38394938,47.47036141,68.19118109,55.44403405,71.81500602,63.98351374,76.21250721
CP000724.embl,Alkaliphilus_metalliredigens_QYMF,36.82202449,33.95654446,31.57597627,4.108450182,138228,118843,8.993356393,2.936069369,6.879308044,68109,95091,3.187824501,5.198831687,6.29229233,3.673082027,1.88534902,3.479389568,4.816102134,7.347703623,5.191427093,7.7926391,0.918133045,0.783567372,68109,41701,6.933376246,21.12152034,30.3556443,29.54402026,31.83689037,28.07205729,26.33818203,33.72230762,30.93803887,22.82167201,22.80053662,32.1863905,26.66209994,37.29096823,23.20298819,30.36277083,27.64003673,26.97440867,28.83863696,30.66747733,35.91357169
CP000733.embl,Coxiella_burnetii_Dugway_5J108-111,42.43578947,40.16116666,40.12787034,4.610928562,81073,56980,7.294085716,2.155183836,6.060671761,10601,49703,4.4118639,5.10557895,7.834587625,3.333991797,2.397127173,4.176101962,4.328592398,6.355454484,4.515451401,6.099456848,1.136571687,1.221208296,10601,55063,6.172690802,23.75263405,38.16683729,44.87714988,51.18760757,45.86845864,50.14196789,55.15169626,51.04339627,30.75459428,36.69435884,26.70845672,30.7244226,20.87913476,28.28994167,24.34898233,44.48919033,35.86454108,46.31240579,48.77195265,46.98641934
CP000747.embl,Phenylobacterium_zucineum_HLK1,71.34637304,69.29985067,94.27102915,3.508325712,4310,230385,3.913398424,2.047342147,7.757407023,6758,71705,5.826142212,4.799078899,14.40534498,2.115706895,1.794277516,3.032028142,2.080883956,2.755450366,5.570560619,6.058764562,0.748010377,1.439518829,6758,182083,9.28069721,97.7873738,96.31090487,96.59656662,96.83698297,96.19133952,95.07482256,97.42654905,96.4752724,83.27046816,84.27399215,96.19699081,92.33403745,96.4843266,88.82206935,86.47076225,96.05203104,87.02278781,93.56227654,92.8041642,96.97158072
CP000749.embl,Marinomonas_sp._MWYL1,42.59406816,38.62939753,38.40534866,4.240426024,167300,149323,6.548334852,2.608062355,6.95823333,21822,129685,3.924074231,5.341264664,8.652817295,2.95892012,2.141399077,4.156719313,4.162710317,5.291863982,5.485818557,6.057875777,0.990122206,1.250948436,21822,111790,6.883630267,28.85016102,47.27674836,34.99126056,47.37335954,29.99421676,24.594862,43.99794469,42.47282714,37.53888267,33.93507448,32.27907726,40.40313892,26.30367274,31.44180201,30.39039105,39.19480783,23.32966731,33.63180964,43.23090388,41.96027879
CP000750.embl,Kineococcus_radiotolerans_SRS30216_=_ATCC_BAA-149,74.43503012,74.41835677,95.69335789,2.552134351,7601,302160,2.374691158,1.142794266,10.28406878,5548,100001,6.137132487,6.119117421,14.59744485,1.591261409,2.205127386,2.684557235,1.427390259,1.327838796,6.022967647,5.373488071,0.636601755,1.458526125,5548,237574,9.545069252,99.35260116,98.2633864,99.13390257,95.29005029,96.57503425,96.23542187,97.78486218,95.870795,99.1667212,98.11736557,96.69252651,98.77924225,97.96622575,97.20546114,90.53395863,96.76117775,84.87743331,93.67060369,87.93211291,98.71032416
CP000758.embl,Ochrobactrum_anthropi_ATCC_49188,56.05090159,52.15837415,64.61266628,3.944110706,20509,139617,5.880054686,2.550020018,7.26074102,7278,66596,4.744358051,5.210605391,11.26246084,2.383290217,1.986548212,3.219648935,3.090239784,4.335297116,5.734220296,6.060370003,0.776636063,1.245359266,7278,100420,8.131761824,68.30847904,88.51723634,72.76979164,77.44128554,76.05261577,71.8453275,75.90251139,61.94150291,32.97945119,38.26792717,79.53185663,50.17196232,71.10541565,46.98919522,33.70101336,75.84169194,52.69304754,67.64588727,63.56628868,67.6430716
CP000769.embl,Anaeromyxobacter_sp._Fw109-5,73.53140116,73.77452782,95.12546064,3.045177456,4416,335699,3.122443294,1.49509128,8.489986714,14377,107061,6.11635237,4.566423666,15.00625139,1.858328695,2.010396457,2.393977434,1.557699512,2.378277875,5.106557993,6.461395195,0.91821888,1.259439478,14377,282766,9.129119871,98.49586623,97.10144928,98.46290874,97.49332942,96.12930946,93.96255649,97.98421406,95.74236084,94.87667647,94.03862169,97.72253451,96.89325114,98.79796517,85.96914474,96.57733148,94.83968625,88.85720248,92.45277014,89.98961938,97.84199697
CP000774.embl,Parvibaculum_lavamentivorans_DS-1,62.32809544,60.35666142,76.70591894,3.799970601,19172,212864,5.126529738,2.53352723,7.180412892,12565,83245,5.100359669,5.155418776,12.26874962,2.361084087,2.053500799,2.812645242,2.625546236,3.611724531,5.64682981,6.489582528,0.804262323,1.351794562,12565,152927,8.641603444,78.2849796,93.46964323,81.42898752,87.36085459,86.24542015,85.41822846,84.81994232,83.1487676,42.74327048,42.86039391,81.17060645,60.10096924,73.97840356,60.17589925,49.79182215,84.91891606,69.03302825,83.89166073,79.81210271,82.85773452
CP000781.embl,Xanthobacter_autotrophicus_Py2,67.46469254,65.69864607,86.80470734,3.668724245,16620,303948,4.555007875,2.196451135,7.867849021,9167,110545,5.685995298,5.208998129,13.77189466,2.069195455,1.984798207,2.859057239,2.195903856,3.079551077,5.537327536,5.514789452,0.798349736,1.237633392,9167,220204,8.746287727,89.61510148,94.12154031,90.82211431,92.75868805,91.40078701,90.44958751,92.82165232,90.52541637,48.3141179,60.99654966,90.12988473,72.14161262,90.06399883,71.99858327,73.81446545,91.55088398,78.47714629,89.88347169,87.68246733,92.97176693
CP000792.embl,Campylobacter_concisus_13826,39.42895906,28.18393983,39.84362472,5.492815387,38606,81903,7.939762959,2.221797475,6.307978638,26889,34650,2.880405468,4.32526512,7.747007019,3.547681178,1.503496334,2.547132067,5.628149494,8.882161329,5.720882919,6.9075468,1.111262292,0.661444439,26889,14758,6.272505066,11.78101178,33.93254934,15.32056213,71.82824985,21.71139971,15.17503163,34.40501826,32.27361114,43.00063921,60.47188106,29.47217806,39.24192713,31.00300903,35.5097187,58.26659944,68.36965236,29.90442188,54.70253422,60.93120545,44.21333744
CP000812.embl,Pseudothermotoga_lettingae_TMO,38.69703307,38.32200514,34.09473384,5.170238934,50060,82632,8.614540055,2.428343979,7.573607715,45789,59543,3.662011969,4.713818602,6.38815977,3.657587257,1.588696735,2.852589582,4.286871353,7.460740052,4.979826311,6.995770275,0.948688335,1.007334523,45789,14049,6.461130027,31.74888673,55.71114662,45.76435279,43.91770349,28.37781099,28.86340365,29.15281203,28.83859077,35.9578438,36.63141994,50.91358414,34.48094888,24.27047837,23.53995362,27.88182198,45.16205534,26.56096442,37.78204854,29.96378578,33.42773399
CP000820.embl,Frankia_sp._EAN1pec,71.15359737,69.47152355,89.01835952,2.622523912,19997,482588,3.347056001,1.498787855,8.67212832,25417,179947,6.674050984,6.081043317,13.96230844,1.831141725,2.223878559,2.581104398,1.666322003,1.40624738,6.109508004,5.047851016,0.796651946,1.454074443,25417,415033,9.656375731,95.31134639,92.52887933,94.48722306,87.51857711,90.62724024,89.69855033,91.24319285,90.55816387,89.11647681,83.26900637,93.1905712,91.69002611,87.73722835,87.22314249,83.92695436,84.89601604,75.90982413,85.23177675,79.32660406,93.11979082
CP000828.embl,Acaryochloris_marina_MBIC11017,47.25385026,40.81599189,47.62240878,3.895579977,166160,239578,5.976163876,1.925868025,6.542207499,26740,150962,5.108925491,5.80289136,8.426200578,2.83155919,2.218933697,6.117496884,3.652297811,4.109522681,5.238161445,5.646833883,1.090048613,1.536490135,26740,160846,6.780453787,28.96456272,50.13300433,60.88831195,46.69786434,43.35329421,49.55295202,61.38049758,51.80641494,31.01421819,31.29694727,43.34153543,36.0337812,39.47640074,29.84988845,38.24052578,42.52284825,33.8855647,53.41444612,51.93002426,59.13787766
CP000830.embl,Dinoroseobacter_shibae_DFL_12_=_DSM_16493,66.01545183,62.88390105,84.51420279,3.684877394,21942,212146,4.872571672,2.622003964,7.392728277,6318,73832,5.48233365,5.646041677,13.09944802,2.109352051,1.928194696,3.027765478,2.311115398,2.764359526,5.926370846,5.834915318,0.892283275,1.381039857,6318,150232,8.766314903,82.83361888,96.96472518,90.67057592,85.76976422,90.46483909,90.31396446,90.89299581,89.56369819,55.64516129,52.15552524,81.51462496,76.05190272,78.72549642,66.61488156,69.60807887,82.91077044,69.8005698,89.30454231,85.51337834,90.85754952
CP000849.embl,Rickettsia_bellii_OSU_85-389,31.62820966,30.51036815,21.5243098,4.661373076,49426,33354,9.714634742,2.063403449,5.475690203,15514,32924,3.23870022,4.93745419,6.230637674,3.802589787,1.802101148,3.294649401,6.736867823,8.864646958,5.111654043,6.604690936,0.973369167,0.743953091,15514,11296,5.250916198,16.08574873,15.70428519,14.88277268,38.23925334,19.21394727,21.63548582,21.9803058,15.04587875,13.74967875,16.96041215,23.69299221,18.05686516,21.29923104,13.48341459,27.18159287,33.03212851,18.46074513,22.39730878,28.92704262,18.22684276
CP000850.embl,Salinispora_arenicola_CNS-205,69.51852814,67.3981324,86.27215803,2.626960138,31242,316471,3.270204229,1.515297007,9.236956348,11684,107323,6.219026474,6.330384881,13.51499768,2.021465676,2.25276468,2.843135284,1.823025054,1.532100839,6.079520886,5.107122827,0.784190047,1.551515792,11684,269189,9.244158185,92.34661823,96.06939376,92.55192419,80.41912718,89.66857058,87.2534355,91.06129627,87.24047204,88.50886959,86.03492601,88.28564493,90.19620753,87.98401786,85.13862359,80.86947836,79.3976964,77.33652859,79.52888119,72.79458547,89.99707621
CP000859.embl,Desulfococcus_oleovorans_Hxd3,56.16861558,47.77855263,70.15243382,4.320825412,25185,194815,6.000708353,2.715484462,7.375275543,21485,83916,4.653372261,5.622790705,9.773033975,2.95914129,2.075595594,3.053372951,3.402163666,4.985660587,5.908932662,5.947926559,1.327085118,1.151203253,21485,115438,7.799684257,32.10478555,62.02898551,79.68739573,79.60504004,74.52214119,84.20170557,81.713896,82.90318314,53.54989953,58.22884663,81.30812108,70.82193516,47.59270942,64.31503803,48.02381849,75.26623377,56.44868513,82.37062319,73.87816883,75.49059128
CP000875.embl,Herpetosiphon_aurantiacus_DSM_785,50.71566812,48.35683115,51.96464341,3.458842509,219786,194151,5.972602003,2.049983747,6.795993816,4072,93773,5.117806009,6.013389796,10.64556026,2.894508301,2.19431337,5.54695167,3.731478121,2.635477583,4.98527929,5.195832493,0.801908987,1.73354843,4072,212385,7.12579149,30.27525788,71.92814829,62.71458813,69.68061287,59.55765519,40.80559408,67.54749545,57.57712756,27.44161852,35.39553007,28.03664477,38.82391936,32.5096919,17.12267077,35.95468988,41.78373847,45.87426326,67.0805377,70.04633508,58.87680013
CP000879.embl,Petrotoga_mobilis_SJ95,34.12319064,32.83533615,28.60258623,5.124853267,78193,47562,9.214470356,2.19049694,6.486663348,38394,56510,3.401423837,4.825261251,5.219367414,4.262750881,1.373440206,2.695397727,5.700544445,8.610789344,5.300002946,8.040060353,0.597168142,0.859078553,38394,7590,6.187071333,27.71036945,37.41895055,26.87229301,30.23048928,24.30012387,23.04764076,32.72648392,27.34673262,38.00723913,30.41097437,20.77148775,37.44814548,22.81240433,22.44978568,20.55893613,26.59049598,27.88716987,24.33465086,26.06957568,23.58298869
CP000884.embl,Delftia_acidovorans_SPH-1,66.47625701,59.54039138,85.91399269,3.206088227,26130,411504,4.072155857,2.497777352,7.292477906,14153,129963,5.409099039,5.005075579,13.22768565,2.135912032,2.314611869,4.713911279,2.443653677,2.871901769,5.063416981,5.076269357,0.961091342,1.537820153,14153,269779,8.481606424,79.89089454,94.6115576,95.47950931,92.70585559,88.71371083,86.01495873,90.9197997,85.36796876,73.60828791,65.83216098,86.37912177,78.79748433,87.6918716,73.7689823,66.59409655,92.30749487,73.85713276,89.71269076,87.93383767,93.42629145
CP000910.embl,Renibacterium_salmoninarum_ATCC_33209,56.27132557,52.82638045,60.69220191,3.35234212,63930,131036,4.934911736,1.844141759,8.105286665,11688,83198,5.006929285,5.574414751,12.26542207,2.130073952,1.885598948,3.702813279,2.883480093,3.285667119,5.263799001,5.558280255,0.676900852,1.480633797,11688,102370,8.417398329,58.30624084,78.2856249,65.06761501,70.99685302,61.53513306,64.33555987,67.81483611,58.29601882,60.1755706,58.21386071,54.24193455,56.90728526,52.05203252,50.07003228,44.41454084,67.92423047,52.97741273,59.80072287,60.2472803,62.5514132
CP000922.embl,Anoxybacillus_flavithermus_WK1,41.77675142,37.15243812,38.18531659,4.496098717,88584,69973,7.332111364,2.863782763,7.703349967,10090,56487,3.62931915,5.474786165,7.42280561,3.638019123,2.595512005,4.331871817,3.587606947,6.58021912,4.755429439,7.395394734,0.876850085,1.086900819,10090,74194,6.45103047,22.65148704,35.2761221,34.84058137,56.63246338,45.36087949,44.20746724,51.07645087,48.97364471,31.55834371,24.57239938,17.48239243,47.10826164,19.76690483,31.56984612,23.64894809,36.48657832,27.54212091,43.45903981,39.3907204,48.86791723
CP000927.embl,Caulobacter_sp._K31,67.46329597,65.39923118,88.25381635,3.526110882,25383,298761,4.398006457,2.137218341,7.629031907,10551,106234,5.509245306,5.398009564,13.75666094,2.176305544,1.86947511,3.105900776,2.391972384,3.305192969,5.882444328,5.150587716,0.736548398,1.423320356,10551,217221,8.986076889,90.13869797,96.67493992,93.30702468,92.71285602,92.11740121,90.30788059,94.71590811,93.63468197,57.21281517,71.7253644,83.89355742,79.96570671,91.40955497,80.6972322,70.95785626,89.8797722,77.20595204,86.57312138,86.92459035,93.13979441
CP000930.embl,Heliobacterium_modesticaldum_Ice1,56.9751906,49.58911288,70.73322813,3.688732453,41113,137809,5.939440424,2.41647666,7.44896795,13217,59861,4.672887695,5.09936438,9.88961647,2.751850551,1.919625157,3.65874184,3.004087986,4.917218001,5.179508787,6.812387535,1.13263984,1.127895563,13217,105998,7.964399843,52.8027438,81.61165568,82.6361123,79.91919192,71.88152553,75.20184684,76.09068858,76.32794787,57.0510847,52.53618924,66.88175363,70.00131606,54.78050125,57.36374937,49.3628593,70.13064725,58.72739653,76.3448367,70.08311232,79.30365158
CP000934.embl,Cellvibrio_japonicus_Ueda107,51.99123886,45.8618718,57.88431583,3.788054098,98524,196635,5.646447802,2.09963817,6.79875531,12357,97145,4.564864619,5.360621738,9.648446596,3.177062467,2.310906443,4.749196216,4.076772772,4.002721946,5.502178859,5.488836693,0.966240344,1.489296618,12357,141571,7.299213065,36.57423758,68.8492144,82.53057696,59.03666583,61.11276957,67.22983944,69.03417714,64.27763038,44.43647786,48.9313431,58.59136486,47.30288248,37.56571697,34.18565833,41.42144753,54.93020993,62.9359877,69.70212826,55.64317984,58.12392637
CP000961.embl,Shewanella_woodyi_ATCC_51908,43.70099217,40.37648077,42.12989005,4.121380959,138377,216876,6.405457475,2.50233465,6.687458748,40332,136255,3.801323637,5.52811688,8.342332003,3.083877911,2.146747694,4.41857492,4.353552592,5.277957817,5.649420537,6.25005203,1.024391549,1.214047439,40332,99293,6.950818502,29.20625302,34.36915094,44.62503919,45.67579921,27.57330006,28.02606057,44.44163583,41.12034955,39.12171608,38.44193615,44.134924,42.36426962,40.05306385,25.1310416,55.6222588,36.80452764,30.98532183,34.70637406,43.82004209,46.98928556
CP000975.embl,Methylacidiphilum_infernorum_V4,45.48277438,40.62633284,47.39154913,5.361984091,52362,104892,6.695153816,1.921584734,6.045242598,38096,64686,5.124510979,4.088723997,6.948650951,3.167270575,1.966046397,3.578986878,3.425242887,6.903754818,4.229475538,7.015634248,1.229663207,1.504670064,38096,34508,7.095609996,29.91950031,58.51571751,47.10559433,60.22340942,53.24799802,56.3637388,64.70006708,56.47982715,41.03919781,31.14766136,40.10971281,47.75993594,36.49290091,30.96457096,28.97238569,50.02347969,53.64342713,58.82693868,46.02254232,49.05912695
CP000976.embl,Borrelia_duttonii_Ly,27.58604405,20.89033156,17.22961905,5.984364924,35872,23724,10.99593433,1.934559474,5.585384273,16008,26852,2.425954088,4.232229498,4.365337996,4.337061061,1.424191952,2.568373283,7.293380094,9.462427885,5.491587612,6.500936242,0.735545141,0.516916159,16008,3686,5.205369859,8.303561139,28.32850134,11.21227449,18.24700029,9.757187547,11.14427861,13.0448953,10.8934355,12.00604278,15.47215496,16.55477981,13.73049645,21.94606414,11.5855573,23.61022703,16.12751992,22.05147426,15.08410201,17.46273601,15.31765142
CP001013.embl,Leptothrix_cholodnii_SP-6,68.89968088,67.64930036,90.65186886,3.186957974,15779,316169,4.164405977,2.257557983,7.631379544,4413,83294,5.347324926,5.085372713,13.49859112,1.991985703,2.371150657,4.021160718,2.368627097,2.708975707,5.509463684,5.053595775,0.937967564,1.485646586,4413,217715,8.39698129,90.21660988,97.93396286,98.24745627,94.25604264,93.1495666,93.68545898,95.64354367,91.61652637,83.95259289,81.50259067,90.68140906,89.89822525,91.60864875,81.31554206,69.12579257,91.64188615,76.41060503,88.41237398,88.12226902,96.93292375
CP001016.embl,Beijerinckia_indica_subsp._indica_ATCC_9039,57.05989684,53.00361048,66.51135133,3.998933734,49762,194318,5.692481734,2.179127529,6.750153025,13031,87328,5.379320635,5.424693656,11.73197982,2.322618756,2.313413268,3.356338327,2.788259382,3.612695895,5.418105842,5.669969735,0.883595952,1.256789047,13031,137435,8.037481605,66.18372245,87.11868494,77.1580605,75.4695168,75.60232686,72.62854826,75.30159241,76.47911941,22.0335481,26.40214235,61.11710494,33.60037553,58.1037835,35.69317733,45.96420492,70.60188614,59.47356304,72.29890494,68.92166229,79.92838723
CP001032.embl,Opitutus_terrae_PB90-1,65.3411396,64.97898877,82.43868433,3.952321258,41288,328276,4.325866502,1.766667159,7.562813378,6977,117757,5.604599631,5.799613893,12.43240079,2.365691813,2.190315391,3.478654294,2.788800577,2.961761347,5.038796811,5.525735659,0.894956883,1.613656341,6977,260249,7.9890767,77.02324712,95.70335206,92.17761883,83.35911885,88.70725307,88.26124436,91.60198361,88.27666923,65.3888662,71.52885002,79.01294075,74.249465,69.11510709,64.62851309,63.1640394,81.46136992,63.07868711,84.06257085,77.90532633,89.81526714
CP001034.embl,Natranaerobius_thermophilus_JW/NM-WN-LF,36.32229652,33.2210877,28.17370161,4.125761398,104391,74560,8.010462394,2.371305575,6.672462055,45308,69079,3.633993792,5.064899402,6.026674501,3.565095901,1.845060317,3.803854226,4.963827237,6.87718252,5.820254884,8.46698629,0.884710314,0.823979316,45308,27322,6.903108298,19.77893506,31.50079988,32.36453863,28.47979318,26.2988752,29.34238311,23.87831959,28.34120033,27.20815461,29.50805062,31.92697301,25.9656368,24.31258468,23.96809402,21.13027998,24.31695682,29.0655072,35.01207818,25.93236623,28.26878055
CP001037.embl,Nostoc_punctiforme_PCC_73102,41.41495803,36.14786734,35.86906579,3.98184511,243964,224464,6.859774613,1.71733323,6.618691759,44665,165223,4.57798496,5.669166157,8.080653772,3.038298325,1.794727907,5.431355177,4.503249746,4.882998786,4.82888343,6.252830523,0.939945372,1.37830565,44665,165395,6.638723151,25.6706589,41.76394878,47.45794426,41.29242494,29.92137898,33.40823084,31.24789803,32.66335171,36.73698645,38.4098838,30.94711843,34.02905187,28.8393124,27.06303285,26.1793172,38.32014425,27.59207433,50.28991203,35.30838371,37.84141345
CP001055.embl,Elusimicrobium_minutum_Pei191,39.95212837,37.12139466,38.79114105,4.933904376,47151,42750,7.519409672,2.432506751,6.627390704,21425,39684,3.69327682,5.328644929,8.350590852,3.538664228,1.498080185,2.874283343,4.967647189,8.812111958,4.869239044,6.42130773,1.185631806,0.836015971,21425,15275,6.923622387,18.02425282,31.31640898,21.62105263,69.45705638,42.44531801,53.82496523,46.18074589,57.39098969,37.59535466,42.3115713,46.00504626,48.93854296,15.58060055,47.02122378,22.48749039,61.65151644,35.64527421,60.38625205,61.87843696,23.12111494
CP001071.embl,Akkermansia_muciniphila_ATCC_BAA-835,55.76235444,52.64324218,67.79276066,3.964097038,20346,132699,5.333538203,2.832947696,6.663081449,19574,70932,5.082142583,5.192927093,9.405837362,2.95302698,2.070043442,3.19699823,3.627547124,4.749466252,5.09260126,6.363395145,1.404755341,1.444911498,19574,76886,7.96195882,59.32380053,81.11176644,81.49345511,82.17629596,80.54051768,79.27337398,79.4532299,75.50929358,55.72025098,45.75848303,78.94588045,57.32438734,48.83303655,58.86387262,27.77225412,79.63141688,69.16828446,80.23307234,65.66039878,69.04212852
CP001080.embl,Sulfurihydrogenibium_sp._YO3AOP1,32.02744498,30.77838806,22.74795165,5.087531864,59616,44451,9.509201582,1.897955392,6.484856471,35745,40750,3.557395061,4.392282294,5.610817606,4.368772355,1.423773288,2.578414653,5.191525425,9.974281264,5.257884124,8.042958726,0.740468284,0.753550427,35745,1632,5.891704499,14.3663704,20.45256307,14.17740883,45.51349457,13.35460123,19.7702926,18.47063648,14.31395408,32.34024086,23.14401758,29.15180705,36.04192535,20.66795925,26.53613154,23.75800007,30.34182563,14.46356134,24.63235294,19.82461786,13.96055959
CP001087.embl,Desulfobacterium_autotrophicum_HRM2,48.84700916,41.57286181,55.4668908,4.619401346,62159,265808,7.067808546,2.87632505,6.802965251,64593,135531,4.385270666,5.584092441,7.975314812,2.784004604,2.071132717,3.438207522,3.894171721,6.009313737,5.508552736,5.936984621,1.334332856,1.059524621,64593,107562,7.371027464,31.67008714,60.67504303,58.87858906,61.06077039,57.25332212,66.7820117,69.97716462,61.18468275,41.64672092,43.73501024,72.10853191,53.11544774,39.90836786,45.3821157,38.69366474,58.30344577,59.3872401,63.58658262,54.23734385,58.63449166
CP001096.embl,Rhodopseudomonas_palustris_TIE-1,64.85980863,63.01877603,83.63471189,3.620533285,27742,303403,5.26123103,2.290556349,7.491504928,8695,124829,5.33173106,5.431706875,12.74986396,2.222322994,1.985579539,3.265040208,2.582925207,3.566207147,5.65962271,5.252101094,0.849416531,1.292641635,8695,221624,8.297629845,86.05794923,93.94420013,92.68695431,88.1192816,89.7828229,89.47284861,90.26270385,86.29582207,57.63705618,61.66354543,85.10939714,70.31531637,83.98904741,66.5753249,60.90462732,86.36865146,68.82116159,85.19248818,82.54338377,90.68820519
CP001098.embl,Halothermothrix_orenii_H_168,37.88319203,29.08167317,34.67344066,4.127124477,61669,86266,8.766458116,2.260631785,7.17106243,44934,48059,3.647117071,4.81731542,5.806311812,3.926467293,1.574867067,2.65429672,5.183006597,7.856624371,5.489594137,7.447930433,0.729369745,0.869984074,44934,25442,7.337773598,18.20413206,22.86075662,55.70792665,24.49419258,31.802576,47.92325804,42.09756709,43.86648026,22.09882449,25.26517572,73.74699861,26.12933288,29.47118546,22.34198563,28.76894946,20.13428992,55.91311702,60.07782407,33.16145076,25.29375444
CP001099.embl,Chlorobaculum_parvum_NCIB_8327,55.7961148,49.5774229,71.56900957,4.309392598,14203,118652,6.266271584,2.675163261,7.052123244,11410,55525,4.428128132,5.11495827,8.969498963,2.853114061,2.084418106,3.233398846,3.427453943,5.155514957,5.380796446,6.878308869,1.070877138,1.103608417,11410,65257,7.556260177,69.31834055,81.95451665,79.59410714,81.2005776,76.05402972,77.57858963,82.88416841,70.442515,65.90010022,64.68125045,82.98426883,71.1224781,56.09556752,57.04856595,55.02718432,81.42917369,55.97721297,74.75673108,68.17561714,75.47133574
CP001100.embl,Chloroherpeton_thalassium_ATCC_35110,45.0389196,40.84496478,48.77816703,4.944790939,75771,112760,6.870694513,2.303830834,6.49912944,13836,84998,3.808699711,5.257845553,8.091318373,3.460107748,2.025628948,3.590481457,4.296497153,6.552750885,5.202331587,7.138644029,0.896792386,0.981272447,13836,71593,6.598591964,29.49256334,65.83653377,50.16229159,71.26707063,58.5707899,56.0110421,63.84278515,59.98505669,37.14732828,40.12768608,33.94925255,42.65315861,26.76898145,37.76980598,29.8211248,68.39205112,24.77594681,63.29389745,62.61870618,52.31096515
CP001108.embl,Prosthecochloris_aestuarii_DSM_271,50.09512826,46.89535696,55.16177367,4.281767487,17329,130098,6.623498984,2.613328811,6.880036032,25927,66195,4.171202868,5.132708067,8.369402497,3.047242295,2.19725135,3.368354507,3.619193747,5.014682032,5.676916617,6.616987202,1.148379754,1.064201415,25927,58949,7.350512226,46.74133452,73.18368054,64.80499316,65.32938431,54.71863434,60.06439653,65.20239464,49.83142334,43.81177099,39.11647578,79.92267107,55.05660094,39.09561877,39.62863834,44.50595073,58.87773184,48.79083581,55.22061443,50.06505791,59.11820091
